idx,w_in,l_in,nf_in,i_bias,rs,cs,rl,cl,vcm_in,tt_ok,tt_pass,tt_first_fail,peaking_db,f_pk_hz,nyquist_boost_db,g_dc_db,g_nyq_db,g_pk_db,g_top_db,vn_in_vrms,gm,gmbs,gds,vth,vds,vdsat,id_a,v_src_dc,v_out_dc,power_w,c0_pass,c1_pass,c2_pass,c0_first_fail,c1_first_fail,c2_first_fail
59,3.0160141409890778e-05,8.558647877142568e-07,8.0,0.004467219348474604,66.13376221832301,3.686901627457541e-12,267.42664081425954,1.5e-13,1.1072121104514472,1,0,S3_nyq_boost,0.7349152999999999,1096478000.0,-0.038921399999999995,0.7200917,0.6811703,1.455007,-7.307341,0.0003377785,0.005025902,0.001369785,8.53253e-05,0.5465582,1.405371,0.5019528,0.00223361,-0.202697,1.202673,0.008040994827254287,0,0,0,S3_nyq_boost,S3_peaking,S3_nyq_boost
60,9.843226260594583e-05,7.020713514076613e-07,3.0,0.0005003208692128253,73.5482389435874,1.8471546482776283e-12,710.085411748818,1.5e-13,1.1428160695471739,1,0,S3_peaking,-0.00021300000000046282,10000000.0,-5.2386740000000005,7.366513,2.127839,7.3663,-2.500569,0.0002973313,0.00389609,0.0007398272,1.904078e-05,0.6599796,1.239249,0.1114418,0.0002501614,0.3831144,1.622364,0.0009005775645830855,0,0,0,S3_peaking,S3_peaking,S3_peaking
61,4.082074435318032e-05,9.637689106094051e-07,7.0,0.0061575233952940595,74.82212848046619,1.8087858260289173e-13,342.669317477716,1.5e-13,1.4238030213069366,1,0,S3_peaking,-4.500000000007276e-05,10000000.0,-2.1103059,3.033777,0.9234711,3.033732,-6.851308,0.0003157175,0.006029472,0.001498479,0.0004614593,0.589193,0.7483029,0.5768661,0.003078762,-0.0033001,0.7450028,0.011083542111529307,0,0,0,S3_peaking,S3_peaking,S3_peaking
62,5.510495652797374e-05,2.718247105465122e-07,6.0,0.0005465541738978054,341.31314680897833,2.9026757250822954e-12,554.2175022621408,1.5e-13,1.299673073606005,1,0,S3_f_peak,4.276105,660693400.0,0.6668609999999999,2.218376,2.885237,6.494481,-10.35308,0.0002887135,0.004586734,0.0007816804,7.305425e-05,0.745867,1.163189,0.09385272,0.0002732771,0.4853561,1.648545,0.0009837975130160498,0,0,0,S3_nyq_boost,S3_f_peak,S3_f_peak
63,3.8927521906295404e-05,7.937273383492994e-07,4.0,0.00261947688831904,109.0629910793981,3.3029004159158595e-12,84.40925438585542,1.5e-13,1.4429378511518198,1,0,S3_f_peak,2.4657280000000004,19952620000.0,2.1964170000000003,-10.00754,-7.811123,-7.541812,-7.541504,0.0003742441,0.004981191,0.0009587184,4.928941e-05,0.6624096,1.364508,0.3536295,0.001309738,0.3249382,1.689446,0.004715058398974272,0,0,0,S3_f_peak,S3_f_peak,S3_f_peak
64,7.200161359249492e-05,9.482647208810313e-07,4.0,0.0010062361575528054,119.2843413541328,2.3743680593565063e-12,160.0065825266172,1.5e-13,1.1061036598716638,1,0,S3_f_peak,3.41729,19952620000.0,2.067457,-5.513503,-3.446046,-2.096213,-2.095275,0.0003418343,0.004367095,0.0008904868,2.129208e-05,0.6302815,1.456169,0.1949107,0.0005031184,0.263327,1.719496,0.0018112250835950498,0,0,0,S3_f_peak,S3_f_peak,S3_f_peak
65,4.0566310016982115e-05,7.816270841577726e-07,7.0,0.0032970807961582057,180.41950324091945,4.85574998318144e-13,228.11491973145573,1.5e-13,1.1187268435570612,1,0,S3_peaking,0.6745939999999999,2187762000.0,0.650414,-2.063323,-1.412909,-1.388729,-6.87505,0.0003416835,0.005684232,0.00126244,5.551401e-05,0.6015052,1.418869,0.3763499,0.00164854,0.005074282,1.423943,0.00593474543308477,0,0,0,S3_peaking,S3_peaking,S3_peaking
66,2.5577126056318378e-05,8.770768299294464e-07,3.0,0.0018834441340145381,445.90604797187007,8.228266750472266e-13,61.190495542043564,1.5e-13,1.262321820643944,1,0,S3_f_peak,7.958700000000002,19952620000.0,4.894000000000002,-19.54229,-14.64829,-11.58359,-11.57957,0.0006533584,0.003246466,0.0006853581,2.776765e-05,0.6198094,1.607508,0.3877892,0.0009417221,0.1348672,1.742375,0.003390199441226169,0,0,0,S3_f_peak,S3_f_peak,S3_f_peak
67,5.418053057861213e-05,5.635679375990593e-07,8.0,0.0026800135923321093,819.2190583746543,1.50274445796784e-13,50.36578528506271,1.5e-13,1.3876052510044947,1,0,S3_f_peak,11.10779,19952620000.0,5.39967,-21.80977,-16.4101,-10.70198,-10.69905,0.0007567737,0.007526718,0.001350119,7.170919e-05,0.6991734,1.354645,0.2561667,0.001340007,0.3778647,1.732509,0.004824024466197797,0,0,0,S3_f_peak,S3_f_peak,S3_f_peak
68,2.9391399217852586e-05,3.580049461145472e-07,3.0,0.0019735044979488393,98.65684611479217,5.648010834951538e-12,508.3450110712269,1.5e-13,1.514553337019799,1,0,S3_nyq_boost,1.4362190000000004,630957300.0,-1.5622739999999995,6.281369,4.719095,7.717588,-9.771125,0.0002530598,0.005708503,0.0009732635,0.0001406445,0.7296107,0.8031032,0.2193529,0.0009867522,0.4952862,1.298389,0.003552308096307911,0,0,0,S3_nyq_boost,S3_nyq_boost,S3_nyq_boost
69,9.793658926843971e-05,5.596259161128248e-07,1.0,0.0007756600310060685,117.83473245493731,6.894950392980264e-13,52.594867436767025,1.5e-13,1.5725107409026229,1,0,S3_f_peak,6.908981999999999,19952620000.0,1.31949,-13.33959,-12.0201,-6.430608,-6.424687,0.0004352974,0.005711592,0.000928273,3.710123e-05,0.7287311,1.048125,0.1188971,0.0003878301,0.7314768,1.779602,0.0013961880558109234,0,0,0,S3_f_peak,S3_f_peak,S3_f_peak
70,4.3333465405918035e-05,8.911779058971259e-07,2.0,0.001020410922030286,61.51976127181741,9.69260522119608e-12,428.8800507841945,1.5e-13,1.1673197920640788,1,0,S3_nyq_boost,0.5443069999999999,501187200.0,-1.9138036,2.181867,0.2680634,2.726174,-5.564549,0.0003364578,0.003405171,0.0006942351,2.154222e-05,0.6299896,1.317649,0.2347924,0.0005102055,0.2635335,1.581182,0.0018367396596545146,0,0,0,S3_nyq_boost,S3_nyq_boost,S3_nyq_boost
71,7.583880248689547e-05,8.403288874633032e-07,2.0,0.0016640925032673495,231.71025896510523,3.4871070029464763e-12,479.01339696953096,1.5e-13,1.381523501000885,1,0,S3_f_peak,3.6853079999999996,724436000.0,0.9714360000000002,3.740618,4.712054,7.425926,-1.890508,0.0002530247,0.005923839,0.001114422,4.920828e-05,0.6674551,0.9433698,0.2226757,0.0008320463,0.4580689,1.401439,0.002995366505881229,0,0,0,S3_f_peak,S3_f_peak,S3_f_peak
72,9.595630979321264e-05,2.40590516126408e-07,8.0,0.002519605391409839,250.24143857626996,2.6562142784368733e-12,379.97242724397995,1.5e-13,1.147523446468931,1,1,,7.423544,1318257000.0,6.318564,4.663506,10.98207,12.08705,-2.570709,0.000160084,0.01596608,0.002821683,0.0003872199,0.7104505,1.016789,0.1204858,0.001259803,0.3045203,1.32131,0.00453528970453771,0,1,1,S3_f_peak,,
73,4.3924020283456306e-05,6.347763049509378e-07,7.0,0.000519823709414436,994.7037071222389,9.741703125710336e-13,441.8135745188399,1.5e-13,1.288560381658081,1,0,S3_f_peak,6.7844692,912010800.0,4.8396550000000005,-6.54265,-1.702995,0.2418192,-8.662078,0.000417594,0.002888824,0.0005198045,1.651586e-05,0.706278,1.24872,0.1531334,0.0002599119,0.4364469,1.685167,0.0009356826769459849,0,0,0,S3_f_peak,S3_f_peak,S3_f_peak
74,2.6190813234647028e-05,3.1312168373803384e-07,7.0,0.0005600565185316042,168.5797859379823,2.8935655960335024e-13,158.27652826337408,1.5e-13,1.2109483626727666,1,0,S3_peaking,0.05818099999999937,1737801000.0,0.022739999999998872,-8.299135,-8.276395,-8.240954,-14.65078,0.0005003144,0.003239904,0.0006049058,3.770582e-05,0.7256575,1.406185,0.1377362,0.0002800283,0.3494927,1.755678,0.0010081017333568875,0,0,0,S3_nyq_boost,S3_peaking,S3_peaking
75,3.118362749287678e-05,2.1689462937528987e-07,8.0,0.003723393091749679,52.81164333422359,4.263929558731944e-12,115.14545290243419,1.5e-13,1.2065583978065486,1,0,S3_peaking,1.7787873,2187762000.0,1.763541,-1.43697,0.326571,0.3418173,-6.689225,0.0002166513,0.009994298,0.001933188,0.0003028077,0.7138282,1.393105,0.2069801,0.001861697,0.1925283,1.585633,0.006702107565149422,0,0,0,S3_peaking,S3_peaking,S3_peaking
76,5.4430439089103434e-05,3.7426671540132725e-07,5.0,0.0006916947550021044,218.69090719500113,2.466242399487117e-12,230.96002031389986,1.5e-13,1.3731102314321904,1,0,S3_f_peak,3.3058747,1202264000.0,2.6521483999999997,-3.347526,-0.6953776,-0.0416513,-9.162145,0.0003136687,0.004813436,0.0008152033,5.575482e-05,0.7300483,1.183964,0.1176959,0.0003458474,0.5361588,1.720123,0.001245050559003788,0,1,0,S3_peaking,,S3_f_peak
77,8.901250528166709e-05,8.784372696505208e-07,4.0,0.0042896288541073805,553.8374775191922,4.4139012902655404e-13,483.1884835756712,1.5e-13,1.3519394824705377,1,0,S3_peaking,2.6070710999999998,1659587000.0,2.2623821,-0.1281621,2.13422,2.478909,-2.128952,0.000323155,0.008729679,0.001772042,0.000490273,0.6370197,0.4686886,0.3255125,0.002144814,0.2949618,0.7636504,0.007721331937393285,0,1,0,S3_peaking,,S3_peaking
78,2.2661293123366964e-05,4.6695547243126654e-07,4.0,0.0053779313582405,991.8029974902759,3.0198417991944806e-13,444.79280623398046,1.5e-13,1.3993932743941746,1,1,,5.718852699999999,2187762000.0,5.6600538,-6.427896,-0.7678422,-0.7090433,-10.97893,0.0004044247,0.005335083,0.00118034,0.0007896942,0.6303786,0.595547,0.4449812,0.002688966,0.008420389,0.6039674,0.0096802764448329,1,1,1,,,
79,4.918237857266672e-05,9.096905686937828e-07,7.0,0.0023430462284628095,78.74800442466228,7.269112237128051e-12,158.716422340419,1.5e-13,1.1326294779023862,1,0,S3_peaking,1.6234220000000001,1318257000.0,1.4727540000000001,-3.652247,-2.179493,-2.028825,-4.253302,0.0003052768,0.005195243,0.001102411,3.832238e-05,0.6187549,1.504553,0.3308215,0.001171523,0.1095067,1.614059,0.004217483211233057,0,0,0,S3_peaking,S3_peaking,S3_peaking
80,5.3130710671607664e-05,3.3980064643984205e-07,3.0,0.0009459213037479275,623.1367761960527,1.182468948086971e-13,77.92824311796839,1.5e-13,1.4045089080848696,1,0,S3_f_peak,5.499880000000001,9549926000.0,2.5973200000000016,-16.66945,-14.07213,-11.16957,-11.88644,0.000653357,0.006144652,0.001011335,8.665572e-05,0.7262479,1.21224,0.1237292,0.0004729609,0.550903,1.763143,0.0017026583467462694,0,0,0,S3_f_peak,S3_f_peak,S3_f_peak
81,8.978699195838862e-05,2.4835252580986067e-07,7.0,0.0006821339150097016,84.33923713446481,1.3267980183567776e-12,70.493721020879,1.5e-13,1.2260384410847673,1,0,S3_peaking,1.5592949999999997,4365158000.0,1.3619120000000002,-9.400908,-8.038996,-7.841613,-9.277447,0.0003389126,0.006387841,0.001069958,0.0001295027,0.7292987,1.331511,0.08007203,0.000341067,0.4444451,1.775957,0.001227841047017463,0,0,0,S3_f_peak,S3_peaking,S3_peaking
82,8.2359112362874e-05,4.0495203561786687e-07,2.0,0.001827699302627933,75.1959273158115,1.371472253834124e-13,110.04956173552858,1.5e-13,1.3697918068515986,1,0,S3_peaking,-5.000000000254801e-06,10000000.0,-0.3116990000000004,-2.478013,-2.789712,-2.478018,-7.448852,0.0002586666,0.009910869,0.001684923,0.0001001826,0.7037453,1.199302,0.1452332,0.0009138498,0.5001289,1.699431,0.0032898587447302797,0,0,0,S3_peaking,S3_peaking,S3_peaking
83,9.63706023974555e-05,1.5085401724616807e-07,7.0,0.0016034151810827297,280.0473150282709,1.0225605262090615e-13,243.25617690085747,1.5e-13,1.4455514967116567,1,0,S3_peaking,-2.3099999999998122e-05,10000000.0,-1.1256217000000002,-0.1301453,-1.255767,-0.1301684,-8.153561,0.0002704487,0.01332812,0.001343045,0.000617768,0.7996579,0.9744096,0.06653958,0.00080171,0.63057,1.60498,0.0028861473259489136,0,0,0,S3_peaking,S3_peaking,S3_peaking
84,2.869841971280424e-05,3.648808841445e-07,2.0,0.002337643675116773,84.95032128702192,1.927045758962172e-12,648.8637534756126,1.5e-13,1.5472387784644017,1,0,S3_peaking,-4.999999999810711e-06,10000000.0,-3.276943,7.905698,4.628755,7.905693,-9.966571,0.0002586052,0.005593636,0.0009596572,0.000263769,0.7192045,0.5529823,0.2355152,0.001168822,0.4886116,1.041594,0.004207758615210192,0,0,0,S3_peaking,S3_nyq_boost,S3_peaking
85,4.183362244989859e-05,4.6511819290837807e-07,5.0,0.005083769508679936,52.25726711598416,1.27361456625675e-12,313.2581135698342,1.5e-13,1.3043011901647792,1,0,S3_peaking,-1.8000000000739647e-05,10000000.0,-1.205858,5.946704,4.740846,5.946686,-6.375047,0.0002242298,0.008612132,0.00169402,0.0002685709,0.6557763,0.8422189,0.3240081,0.002541885,0.1615151,1.003734,0.009150785115623885,0,0,0,S3_peaking,S3_peaking,S3_peaking
86,8.955705412984149e-05,3.008580217490086e-07,7.0,0.0014165407117607853,981.0824560069635,5.713847741152016e-13,147.1677126895248,1.5e-13,1.4532571332576778,1,0,S3_f_peak,13.4718821,3311311000.0,13.25879327,-13.2872,-0.02840673,0.1846821,-5.975755,0.0003137831,0.01005855,0.001617006,0.0001680913,0.7477396,1.097524,0.1135444,0.0007082757,0.5982413,1.695765,0.0025497732811694137,0,0,0,S3_f_peak,S3_f_peak,S3_f_peak
87,6.970451283551334e-05,4.6746294065873133e-07,2.0,0.0040146426405762575,62.69318489838133,1.1224592890304777e-13,90.48772846579978,1.5e-13,1.2229448397847194,1,0,S3_peaking,-2.9999999999752447e-06,10000000.0,-0.20289199999999985,-3.083912,-3.286804,-3.083915,-7.351926,0.0002463212,0.01109326,0.002142141,0.0001375125,0.6518461,1.357966,0.2259882,0.002007321,0.2603944,1.618361,0.007226356753037263,0,0,0,S3_peaking,S3_peaking,S3_peaking
88,5.623492836101701e-05,8.492426507149586e-07,3.0,0.0012117276308220909,854.2746245241074,1.2472643191068395e-12,101.44094794706736,1.5e-13,1.30515900785743,1,0,S3_f_peak,12.100821,19952620000.0,9.697627999999998,-17.26645,-7.568822,-5.165629,-5.163852,0.0004356878,0.004379297,0.0008387812,2.6708e-05,0.6610099,1.3456,0.2223575,0.0006058638,0.3929404,1.73854,0.0021811097354797635,0,0,0,S3_f_peak,S3_f_peak,S3_f_peak
89,3.1613246507840735e-05,3.1199780020839287e-07,4.0,0.00557317071072653,799.3916640478974,2.943191094220268e-13,270.0945823491029,1.5e-13,1.5108331262265744,1,0,S3_f_peak,7.9401247,3311311000.0,7.6264794,-7.228667,0.3978124,0.7114577,-7.759618,0.0003271188,0.008771672,0.001598482,0.0004486783,0.7102591,0.7370241,0.2933083,0.002786585,0.3103343,1.047358,0.010031707279307755,0,0,0,S3_f_peak,S3_f_peak,S3_f_peak
90,3.459719387887588e-05,8.210691493835174e-07,2.0,0.006469720384604114,263.55943903286374,2.2313152641444285e-12,314.7135982369202,1.5e-13,1.474245739212018,1,0,S3_f_peak,4.087251,1148154000.0,3.220266,-1.625882,1.594384,2.461369,-6.549317,0.000322126,0.00559655,0.001372179,0.0004603711,0.5745205,0.7788826,0.5459379,0.00323486,0.003062925,0.7819455,0.011645496692287406,0,0,0,S3_f_peak,S3_f_peak,S3_f_peak
91,5.147062455781143e-05,6.223993106169604e-07,4.0,0.0037494275491191673,214.18458509383882,1.0767857900658263e-12,262.021361689026,1.5e-13,1.1891102322516411,1,1,,3.2602960999999997,1905461000.0,3.0773691,-0.1149891,2.96238,3.145307,-5.491712,0.0002615767,0.007615891,0.001581056,0.0001007753,0.62594,1.168549,0.3073045,0.001874714,0.1402356,1.308785,0.006748969588414502,0,1,1,S3_peaking,,
92,9.429299910567402e-05,4.156582935219701e-07,3.0,0.0017528212287369557,242.37620912620307,3.2410402755447303e-13,267.0111884322123,1.5e-13,1.4700614543666346,1,0,S3_peaking,0.5739454,2187762000.0,0.5574663999999999,0.7782786,1.335745,1.352224,-5.33844,0.0002735425,0.0101418,0.001670212,0.0001143984,0.7216897,0.970251,0.1402641,0.0008764107,0.5957375,1.565989,0.0031550782117265204,0,0,0,S3_peaking,S3_peaking,S3_peaking
93,9.034910653503227e-05,6.633150967836039e-07,4.0,0.006585435610143979,653.7890505296482,7.02133506995002e-13,63.85976173256838,1.5e-13,1.5803390620955957,1,0,S3_f_peak,13.947068999999999,19952620000.0,12.283209,-17.37061,-5.087401,-3.423541,-3.423044,0.0003401492,0.01265598,0.002336612,0.0001794185,0.6815059,1.128713,0.3194923,0.003292718,0.4610148,1.589728,0.011853784098259164,0,0,0,S3_f_peak,S3_f_peak,S3_f_peak
94,6.230615166075627e-05,7.625955138995586e-07,6.0,0.004516981851537138,424.20596709061005,2.7811154720541387e-13,72.89666704649292,1.5e-13,1.3269956630174433,1,0,S3_f_peak,7.902395,19952620000.0,4.318817000000001,-14.28213,-9.963313,-6.379735,-6.378213,0.0004654108,0.008362108,0.001689318,8.409651e-05,0.6396327,1.415218,0.3522758,0.002258491,0.2201451,1.635363,0.008130567332766849,0,0,0,S3_f_peak,S3_f_peak,S3_f_peak
95,5.869778146185921e-05,5.180290153836171e-07,4.0,0.003137206385859343,993.5030221980976,9.963312302965527e-13,87.47271569359842,1.5e-13,1.5278366198391797,1,0,S3_f_peak,14.454956000000001,3467369000.0,14.342835000000001,-18.15098,-3.808145,-3.696024,-6.301577,0.0003331878,0.008604029,0.001497089,0.0001119957,0.7070428,1.154526,0.2439907,0.001568604,0.5082644,1.66279,0.005646971494546818,0,0,0,S3_f_peak,S3_f_peak,S3_f_peak
96,5.899712328181457e-05,1.771773390889348e-07,7.0,0.0023920581399418483,905.2190190897091,2.4231364236516363e-13,69.54053686265979,1.5e-13,1.241356012231184,1,0,S3_f_peak,14.376270000000002,8709636000.0,9.941765,-18.80459,-8.862825,-4.42832,-6.509211,0.0004755012,0.01379537,0.002063674,0.0003474236,0.762046,1.355819,0.1135606,0.001196034,0.3610079,1.716827,0.004305704651895327,0,0,0,S3_f_peak,S3_f_peak,S3_f_peak
97,2.326680102515463e-05,3.5439487638637645e-07,2.0,0.0011370191735154123,92.12676240484107,1.383288379026002e-12,185.6526273148584,1.5e-13,1.5019533732069152,1,0,S3_peaking,0.595161,1737801000.0,0.4523449999999998,-4.144634,-3.692289,-3.549473,-12.61989,0.0003627373,0.004140828,0.0006931404,6.984313e-05,0.7308929,1.157474,0.1889732,0.0005685101,0.5369806,1.694455,0.002046634512327742,0,0,0,S3_peaking,S3_peaking,S3_peaking
98,5.424471143126212e-05,6.090781766727189e-07,5.0,0.0029337424653733263,93.95640516221304,3.427573828547668e-13,424.73053646903895,1.5e-13,1.468139735902083,1,0,S3_peaking,-7.800000000024454e-05,10000000.0,-3.080747,6.399199,3.318452,6.399121,-6.461967,0.000260563,0.007201472,0.001306408,0.0001365858,0.6911388,0.7517729,0.2775295,0.001466873,0.4252021,1.176975,0.0052807364376719875,0,0,0,S3_peaking,S3_peaking,S3_peaking
99,5.2693274227193394e-05,2.2168073847490055e-07,4.0,0.00758251583613969,660.4941336407002,1.9310137950052784e-13,89.45765447888702,1.5e-13,1.1907503460505662,1,0,S3_f_peak,11.325144,9549926000.0,6.224817,-14.33488,-8.110063,-3.009736,-4.90656,0.0004195403,0.0171876,0.003183237,0.0006694938,0.6795673,1.291248,0.1990825,0.003791258,0.1695941,1.460842,0.013648528505051443,0,0,0,S3_f_peak,S3_f_peak,S3_f_peak
100,8.01132562071283e-05,9.313263735986463e-07,7.0,0.001135097475472561,253.81511626177135,3.9890993697660325e-12,123.70937361580663,1.5e-13,1.441989132336417,1,0,S3_f_peak,7.650679,19952620000.0,4.960065,-9.149018,-4.188953,-1.498339,-1.496729,0.0003246356,0.004911872,0.0008827773,2.73165e-05,0.6958955,1.190747,0.200982,0.0005675507,0.5390421,1.729789,0.00204317545585061,0,0,0,S3_f_peak,S3_f_peak,S3_f_peak
101,3.47321048732462e-05,4.609396329981514e-07,1.0,0.003163557657846994,162.13487979767606,2.5232430085518413e-12,491.0898040043576,1.5e-13,1.2271253351403366,1,0,S3_nyq_boost,2.1742050000000006,912010800.0,-0.07265199999999972,5.070803,4.998151,7.245008,-8.429108,0.0002562946,0.006196991,0.001255265,0.0001631296,0.6352119,0.8472298,0.2689406,0.001581779,0.1759747,1.023205,0.005694403784124589,0,0,0,S3_nyq_boost,S3_f_peak,S3_f_peak
102,4.566789579065334e-05,6.906117314372561e-07,1.0,0.0008233512986803439,61.085479387753026,1.843621529004969e-13,100.99829721418719,1.5e-13,1.4424605349551247,1,0,S3_peaking,0.2627109999999995,12589250000.0,0.04719099999999976,-9.653774,-9.606583,-9.391063,-9.415421,0.0004597206,0.003702997,0.000659554,2.44741e-05,0.6907558,1.20948,0.1830158,0.0004116757,0.548941,1.758421,0.001482032337624619,0,0,0,S3_f_peak,S3_peaking,S3_peaking
103,7.559740502675106e-05,3.943988582969308e-07,2.0,0.0007475723149923183,70.84888843980968,1.6843949028394671e-12,268.11274965787106,1.5e-13,1.2681472891798835,1,0,S3_nyq_boost,0.15526700000000004,1047129000.0,-0.57717,1.854786,1.277616,2.010053,-6.984277,0.000276564,0.005804976,0.0009974305,5.31909e-05,0.6990652,1.232549,0.1062667,0.0003737903,0.4672336,1.699782,0.001345630166986173,0,0,0,S3_nyq_boost,S3_nyq_boost,S3_nyq_boost
104,6.007986801437998e-05,7.920936159713554e-07,2.0,0.002816186913019791,138.83230109062444,1.5626600187660637e-12,58.439762194790546,1.5e-13,1.457632633948501,1,0,S3_f_peak,6.429074,19952620000.0,3.047834999999999,-12.14715,-9.099315,-5.718076,-5.713832,0.0003614831,0.00654544,0.001249635,6.041513e-05,0.663528,1.298366,0.2941054,0.001408094,0.4193456,1.717711,0.005069136443435623,0,0,0,S3_f_peak,S3_f_peak,S3_f_peak
105,7.29589533642282e-05,4.72674121308215e-07,3.0,0.000660529858367127,188.121180599479,1.4944541535660424e-13,534.8399581164315,1.5e-13,1.463433633562945,1,0,S3_peaking,-0.000140000000000029,10000000.0,-4.53445712,4.444551,-0.08990612,4.444411,-8.64463,0.000342663,0.004867931,0.00080325,4.347378e-05,0.7254887,0.9920117,0.1156541,0.0003302651,0.6313494,1.623361,0.0011889537450608288,0,0,0,S3_peaking,S3_peaking,S3_peaking
106,9.651640640885843e-05,4.65955202269699e-07,8.0,0.0005979583550009939,94.65380067604193,2.2138663237189994e-12,98.60874182144099,1.5e-13,1.2821292498874266,1,0,S3_f_peak,2.562754,19952620000.0,1.643052,-8.469923,-6.826871,-5.907169,-5.906402,0.0003589932,0.004885025,0.0008499969,3.999454e-05,0.7116314,1.275991,0.1000318,0.0002989817,0.4945267,1.770518,0.001076325039001789,0,0,0,S3_f_peak,S3_f_peak,S3_f_peak
